"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-943 0.0289290354534927 3 13 "GO:0006817" "phosphate ion transport" 0.230475698655347
-115 0.406885759125085 3 130 "GO:0006820" "monoatomic anion transport" 0.692603332628362
335 0.375610921703085 6 17 "GO:0006825" "copper ion transport" 0.669623713418222
101 0.736401938217126 3 27 "GO:0006826" "iron ion transport" 0.894519347633821
86 0.615219603365434 2 84 "GO:0006839" "mitochondrial transport" 0.829247966108285
138 0.722547964554772 4 16 "GO:0006857;GO:0015833" "peptide transport" 0.891371098762838
-150 0.659250817284345 2 21 "GO:0006862" "nucleotide transport" 0.854913761380024
141 0.501182414376998 3 56 "GO:0006865" "amino acid transport" 0.758607203145477
412 0.0430259727577866 3 59 "GO:0006869;GO:0010876" "lipid localization" 0.278615739676296
152 0.253988834625383 2 139 "GO:0006873;GO:0050801;GO:0030003;GO:0055080" "monoatomic ion homeostasis" 0.583607098915893
-314 0.116678899820032 -1 61 "GO:0006875;GO:0055065" "obsolete metal ion homeostasis" 0.425229800583385
443 0.324375281931717 4 12 "GO:0006878;GO:0055070" "intracellular copper ion homeostasis" 0.627357509810278
456 0.353856572374896 4 10 "GO:0006882;GO:0055069" "intracellular zinc ion homeostasis" 0.656361176272221
494 0.0779917873250749 4 31 "GO:0006885;GO:0007035;GO:0051452;GO:0051453;GO:0030641;GO:0045851" "regulation of pH" 0.370361000323176
99 0.244216164586712 5 362 "GO:0006886" "intracellular protein transport" 0.579389447421935
14 0.940737145333919 3 67 "GO:0006887;GO:0032940;GO:0046903;GO:0140352" "export from cell" 0.979575443446138
278 0.0948191133205985 3 89 "GO:0006888" "endoplasmic reticulum to Golgi vesicle-mediated transport" 0.391084725866854
305 0.292166815728058 4 29 "GO:0006890" "retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum" 0.613747197038124
502 0.0944129793122003 2 27 "GO:0006891" "intra-Golgi vesicle-mediated transport" 0.391084725866854
-155 0.402250147139053 4 72 "GO:0006892" "post-Golgi vesicle-mediated transport" 0.688509493994017
27 0.915511325890398 2 38 "GO:0006893;GO:0098876" "vesicle-mediated transport to the plasma membrane" 0.971049386897263
-221 0.595712001503104 3 14 "GO:0006895" "Golgi to endosome transport" 0.816019694366678
-456 0.151455519116345 4 24 "GO:0006896" "Golgi to vacuole transport" 0.487625551889306
43 0.766660004071871 2 117 "GO:0006897;GO:0098657" "import into cell" 0.903686212277307
432 0.193047807016579 3 22 "GO:0006900" "vesicle budding from membrane" 0.526730888201845
250 0.612105879175005 3 10 "GO:0006901" "vesicle coating" 0.827459918417598
-164 0.654328660513303 2 18 "GO:0006903;GO:0051648;GO:0051650" "vesicle localization" 0.854595683547699
492 0.0412168984611732 3 42 "GO:0006906;GO:0090174" "organelle membrane fusion" 0.272620342678903
105 0.387157121261254 2 168 "GO:0006913;GO:0051169" "nucleocytoplasmic transport" 0.674536751517852
317 0.0299037905186018 2 116 "GO:0006914;GO:0061919" "process utilizing autophagic mechanism" 0.232696722859036
398 0.169665583026427 3 29 "GO:0006915;GO:0012501;GO:0008219;GO:0016265" "apoptotic process" 0.50517790958994
81 0.780142407440265 -1 29 "GO:0006928;GO:0007018;GO:0007097;GO:0051647;GO:0010970;GO:0030705;GO:0099111;GO:0030473;GO:0072384" "obsolete movement of cell or subcellular component" 0.907801315674671
338 0.0519092197325273 2 81 "GO:0006970" "response to osmotic stress" 0.302314072152958
411 0.250066586181312 3 19 "GO:0006972" "hyperosmotic response" 0.58231098266336
158 0.274131708287818 3 119 "GO:0006979;GO:0034599;GO:0062197" "cellular response to chemical stress" 0.606032402098742
369 0.290085872490467 4 20 "GO:0006984;GO:0030968;GO:0034620" "endoplasmic reticulum unfolded protein response" 0.613747197038124
458 0.0867077367367775 4 34 "GO:0006986;GO:0035966" "response to topologically incorrect protein" 0.385728351857074
38 0.852791682170388 2 59 "GO:0006997" "nucleus organization" 0.932331874486162
-238 0.517481648412117 3 18 "GO:0006999" "nuclear pore organization" 0.771524523898219
437 0.188160910744805 2 22 "GO:0007004;GO:0010833" "telomere maintenance via telomere lengthening" 0.521667674699669
98 0.239470836126521 2 371 "GO:0007005" "mitochondrion organization" 0.579389447421935
407 0.0771692720217038 2 46 "GO:0007006" "mitochondrial membrane organization" 0.368344050990194
77 0.808801001015432 2 24 "GO:0007007" "inner mitochondrial membrane organization" 0.911956946831311
1249 0.0038296666394543 2 13 "GO:0007008;GO:0045040" "outer mitochondrial membrane organization" 0.0835766101525571
165 0.12234695541356 2 220 "GO:0007010" "cytoskeleton organization" 0.43742579425852
125 0.501368907478436 2 71 "GO:0007015;GO:0097435" "supramolecular fiber organization" 0.758607203145477
17 0.959691564216311 3 21 "GO:0007020" "microtubule nucleation" 0.984656904552416
-306 0.514923479578629 3 11 "GO:0007021;GO:0072668" "obsolete tubulin complex biogenesis" 0.771161935401242
-314 0.246979422587887 2 33 "GO:0007029" "endoplasmic reticulum organization" 0.580464328214171
488 0.240554735647168 2 14 "GO:0007030" "Golgi organization" 0.579389447421935
128 0.493034173850394 2 70 "GO:0007031" "peroxisome organization" 0.7552520738152
507 0.0067256487837982 2 70 "GO:0007033" "vacuole organization" 0.107945219823102
-90 0.490535725332018 2 146 "GO:0007034" "vacuolar transport" 0.7552520738152
224 0.649571101716057 2 10 "GO:0007039" "protein catabolic process in the vacuole" 0.853195517998679
-59 0.78765147228934 4 51 "GO:0007051;GO:0007052;GO:1902850" "microtubule cytoskeleton organization involved in mitosis" 0.907801315674671
24 0.848040364637603 2 153 "GO:0007059" "chromosome segregation" 0.931497335054907
256 0.238397607755443 3 52 "GO:0007062;GO:0007064" "sister chromatid cohesion" 0.579389447421935
-72 0.845157596409269 2 18 "GO:0007076;GO:0030261" "chromosome condensation" 0.931497335054907
287 0.222127562892333 3 44 "GO:0007088;GO:0007091;GO:0044784;GO:0033045;GO:0051983;GO:0030071;GO:1902099" "regulation of mitotic nuclear division" 0.554926773336344
468 0.0143353922639933 4 67 "GO:0007093;GO:0045930;GO:1901991" "negative regulation of mitotic cell cycle" 0.161008546125678
314 0.255147123501899 3 32 "GO:0007094;GO:0045841;GO:0071173;GO:0045839;GO:1902100;GO:2000816;GO:0010965;GO:0033048;GO:1905819;GO:1905818;GO:0033046;GO:0033047;GO:0051985" "regulation of mitotic sister chromatid separation" 0.584817416739501
625 0.014868643395121 3 37 "GO:0007096;GO:0010458" "exit from mitosis" 0.161980750398612
-114 0.807651714989578 -1 11 "GO:0007109" "obsolete cytokinesis, completion of separation" 0.911956946831311
334 0.0830542797681467 3 66 "GO:0007114;GO:0019954" "cell budding" 0.379299452722183
417 0.12429816726041 2 33 "GO:0007117" "budding cell bud growth" 0.439313369782976
698 0.0574198136136128 3 18 "GO:0007118" "budding cell apical bud growth" 0.318387709019194
-15 0.971929629316874 2 14 "GO:0007120" "axial cellular bud site selection" 0.987080020335756
154 0.674835665566687 2 18 "GO:0007121" "bipolar cellular bud site selection" 0.864312346216808
299 0.0843797918582825 3 82 "GO:0007124;GO:0016049" "cell growth" 0.379299452722183
258 0.100017785353693 4 100 "GO:0007127;GO:0061982;GO:0140013" "meiotic nuclear division" 0.396679281128404
141 0.701767967669472 4 18 "GO:0007129" "homologous chromosome pairing at meiosis" 0.883149871299918
246 0.00218700860604532 2 406 "GO:0007154" "cell communication" 0.0656036799062688
624 0.0890988353718992 2 18 "GO:0007155" "cell adhesion" 0.386300402472086
169 0.244790440769317 2 117 "GO:0007163" "establishment or maintenance of cell polarity" 0.579389447421935
363 1.86167245901705e-05 2 361 "GO:0007165;GO:0023052" "signal transduction" 0.00420961599193585
535 0.157056062732059 5 17 "GO:0007231" "osmosensory signaling pathway" 0.491432588393303
362 0.0251628858582099 2 94 "GO:0007264" "small GTPase mediated signal transduction" 0.220067579827326
485 0.0281114983176968 6 50 "GO:0007265" "Ras protein signal transduction" 0.226358673410324
600 0.0649069271893633 7 23 "GO:0007266" "Rho protein signal transduction" 0.335339802840899
444 0.00276959226116543 2 112 "GO:0007346;GO:1901990" "regulation of mitotic cell cycle" 0.0706282433330242
-140 0.586157692306799 3 37 "GO:0007530;GO:0007531;GO:0045165;GO:0007533" "sex determination" 0.812692075943377
259 0.519378214944305 2 15 "GO:0007534;GO:0035822" "gene conversion" 0.771524523898219
184 0.322412098275393 -1 71 "GO:0007568;GO:0007569" "obsolete aging" 0.627213451687004
252 0.0870596388100739 8 114 "GO:0008033" "tRNA processing" 0.385728351857074
291 0.428681687619806 7 18 "GO:0008064;GO:0030832;GO:0030041;GO:0030833;GO:0032271" "regulation of protein polymerization" 0.705078583900427
441 0.217212331620868 6 19 "GO:0008154" "actin polymerization or depolymerization" 0.554926773336344
1047 0.00715204075848868 2 16 "GO:0008156" "negative regulation of DNA replication" 0.10920644806224
61 0.785066779423965 2 49 "GO:0008202;GO:0016125;GO:0006694;GO:0016126" "steroid metabolic process" 0.907801315674671
-211 0.653871078569027 3 11 "GO:0008277" "regulation of G protein-coupled receptor signaling pathway" 0.854595683547699
-237 0.456912353452001 3 24 "GO:0008298" "intracellular mRNA localization" 0.728228639064635
10 0.980701484577491 4 15 "GO:0008299" "isoprenoid biosynthetic process" 0.989372417942873
903 0.0203988869418219 2 16 "GO:0008360" "regulation of cell shape" 0.1917531225473
616 0.0306081651402551 3 30 "GO:0008361" "regulation of cell size" 0.23424099933782
669 0.0549440908080522 2 20 "GO:0008535;GO:0033617" "respiratory chain complex IV assembly" 0.310233098099124
-181 0.662881296620796 3 14 "GO:0008608;GO:0034453" "attachment of spindle microtubules to kinetochore" 0.854913761380024
152 0.175911433459778 3 200 "GO:0008610" "lipid biosynthetic process" 0.506273025510393
-70 0.755202705936884 5 48 "GO:0008643;GO:0034219" "carbohydrate transport" 0.898865945626677
-133 0.658529594678084 3 27 "GO:0008645;GO:0015749" "monosaccharide transmembrane transport" 0.854913761380024
207 0.0118747198386064 2 383 "GO:0009057;GO:0044265" "macromolecule catabolic process" 0.148381616587005
69 0.641315815758101 2 112 "GO:0009060;GO:0045333" "cellular respiration" 0.845324226066544
174 0.627316945804013 2 19 "GO:0009062" "fatty acid catabolic process" 0.840659177734466
267 0.178844061992244 3 62 "GO:0009063" "amino acid catabolic process" 0.506273025510393
317 0.107812787153098 7 63 "GO:0009064" "glutamine family amino acid metabolic process" 0.408720073728507
211 0.566337549691228 2 18 "GO:0009065" "glutamine family amino acid catabolic process" 0.802418123535579
57 0.76566844306798 2 67 "GO:0009066;GO:0009067" "aspartate family amino acid metabolic process" 0.903686212277307
-12 0.980259561774369 2 11 "GO:0009068" "aspartate family amino acid catabolic process" 0.989372417942873
259 0.294943307431928 2 40 "GO:0009069" "serine family amino acid metabolic process" 0.613747197038124
72 0.81737749646164 2 25 "GO:0009070" "serine family amino acid biosynthetic process" 0.915225588541087
174 0.56215424850003 2 27 "GO:0009072" "aromatic amino acid metabolic process" 0.800853590940043
-131 0.753827122446483 3 14 "GO:0009073" "aromatic amino acid family biosynthetic process" 0.898865945626677
327 0.294461158504207 2 25 "GO:0009081" "branched-chain amino acid metabolic process" 0.613747197038124
208 0.605883248200095 3 15 "GO:0009082" "branched-chain amino acid biosynthetic process" 0.822974389196931
331 0.4808432063149 4 11 "GO:0009083" "branched-chain amino acid catabolic process" 0.747614686634247
411 0.142122147415997 3 31 "GO:0009084" "glutamine family amino acid biosynthetic process" 0.479630278307657
272 0.580079389508595 2 10 "GO:0009092" "homoserine metabolic process" 0.811410143028639
-2 0.987572084905497 -1 103 "GO:0009108;GO:0051188" "obsolete cofactor biosynthetic process" 0.990009406659403
-76 0.786603048162079 3 31 "GO:0009112" "nucleobase metabolic process" 0.907801315674671
589 0.23130573591982 5 10 "GO:0009113" "purine nucleobase biosynthetic process" 0.571170963898009
190 0.0259969245437487 2 357 "GO:0009117;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 0.222899556736216
67 0.876203591815953 2 13 "GO:0009130;GO:0009129;GO:0006222;GO:0009174;GO:0046049;GO:0009173" "pyrimidine nucleoside monophosphate biosynthetic process" 0.951462033954512
274 0.00579854238273103 2 257 "GO:0009150;GO:0009259;GO:0019693;GO:0009116;GO:1901657;GO:0009119;GO:0042278;GO:0046128" "nucleoside metabolic process" 0.101310382007716
373 0.0272811000178226 2 86 "GO:0009152;GO:0009260;GO:0046390" "ribose phosphate biosynthetic process" 0.225790163170651
213 0.376030595008073 2 42 "GO:0009156;GO:0009161;GO:0009123;GO:0009124" "nucleoside monophosphate metabolic process" 0.669623713418222
483 0.00978473884819699 3 70 "GO:0009163;GO:0034404;GO:1901659;GO:0042451;GO:0042455;GO:0046129" "nucleoside biosynthetic process" 0.137072506607001
285 0.0384031963067171 2 131 "GO:0009165;GO:1901293" "nucleoside phosphate biosynthetic process" 0.264734525053636
449 0.167274474371745 2 23 "GO:0009168;GO:0009127;GO:0009167;GO:0009126" "purine nucleoside monophosphate metabolic process" 0.504181858005203
536 0.0393152992246473 2 36 "GO:0009201;GO:0009142" "nucleoside triphosphate biosynthetic process" 0.265736986000171
223 0.0445213187975546 7 204 "GO:0009205;GO:0009144;GO:0009199;GO:0009141;GO:0006152;GO:0009164;GO:0072523;GO:0034656;GO:1901658;GO:1901136;GO:0006195;GO:0009166;GO:1901292;GO:0046434;GO:0009143;GO:0009146;GO:0009154;GO:0009261;GO:0009203;GO:0009207;GO:0042454;GO:0046130" "nucleoside triphosphate metabolic process" 0.282773677881923
-31 0.944371841877987 5 12 "GO:0009225" "nucleotide-sugar metabolic process" 0.979575443446138
300 0.277097726103153 4 32 "GO:0009250" "glucan biosynthetic process" 0.606032402098742
-338 0.492864341879563 6 10 "GO:0009263;GO:0009262" "deoxyribonucleotide metabolic process" 0.7552520738152
481 0.0249379251797226 3 53 "GO:0009266;GO:0009408" "response to temperature stimulus" 0.220067579827326
61 0.717362391132399 4 87 "GO:0009267;GO:0042594" "response to starvation" 0.89045251231716
231 0.220349769138597 2 69 "GO:0009272" "fungal-type cell wall biogenesis" 0.554926773336344
-250 0.380185749344574 4 30 "GO:0009303" "rRNA transcription" 0.671535309761313
-718 0.0652977573660316 4 16 "GO:0009304;GO:0042797" "tRNA transcription" 0.335339802840899
-4 0.980290305694454 2 101 "GO:0009308" "amine metabolic process" 0.989372417942873
618 0.0924013161213433 2 18 "GO:0009310" "amine catabolic process" 0.391084725866854
494 0.252751092336032 -1 13 "GO:0009373;GO:0046019" "obsolete regulation of transcription by pheromones" 0.583607098915893
-34 0.945724024234176 2 10 "GO:0009395" "phospholipid catabolic process" 0.979575443446138
42 0.922551936293587 2 13 "GO:0009396;GO:0042559" "pteridine-containing compound biosynthetic process" 0.972107832961866
-129 0.732477882413366 3 17 "GO:0009435;GO:0019359;GO:0019363" "pyridine nucleotide biosynthetic process" 0.894519347633821
128 0.303838534960197 4 162 "GO:0009451" "RNA modification" 0.622465671179519
-378 0.400799696241569 2 12 "GO:0009452" "7-methylguanosine RNA capping" 0.68729725688832
408 0.00211267091043664 2 141 "GO:0009628" "response to abiotic stimulus" 0.0656036799062688
472 0.211719336934788 2 17 "GO:0009636" "response to toxic substance" 0.553234251125224
699 0.0315269592219184 4 23 "GO:0009651" "response to salt stress" 0.239294788848331
109 0.335586965829564 2 197 "GO:0009653;GO:0030435;GO:0043934;GO:0048646;GO:0048856" "anatomical structure morphogenesis" 0.637339263898673
355 0.274475752171382 2 23 "GO:0009719" "response to endogenous stimulus" 0.606032402098742
1124 0.0166346430120127 2 11 "GO:0009743;GO:0009746;GO:0034284;GO:0009749" "response to carbohydrate" 0.171151993656931
323 2.34525308112684e-05 5 452 "GO:0009890;GO:0009892;GO:0010558;GO:0010605;GO:0010629;GO:0031324;GO:0031327;GO:0051172" "negative regulation of metabolic process" 0.00420961599193585
257 0.00390798890102958 2 325 "GO:0009891;GO:0010557;GO:0010628;GO:0031328" "positive regulation of biosynthetic process" 0.0835766101525571
246 0.00206775723106317 2 410 "GO:0009893;GO:0010604;GO:0031325;GO:0051173;GO:0051254;GO:0045935" "positive regulation of metabolic process" 0.0656036799062688
173 0.222330273118557 2 123 "GO:0009966;GO:0010646;GO:0023051" "regulation of cell communication" 0.554926773336344
332 0.178261674042618 3 40 "GO:0009968;GO:0010648;GO:0023057;GO:0048585" "negative regulation of response to stimulus" 0.506273025510393
356 0.00056511993324119 2 237 "GO:0010033" "response to organic substance" 0.0237864117355155
28 0.903278674266235 2 45 "GO:0010035" "response to inorganic substance" 0.965861492344727
520 0.0833642638168851 3 27 "GO:0010038" "response to metal ion" 0.379299452722183
269 0.131248687264088 2 77 "GO:0010243;GO:1901698" "response to nitrogen compound" 0.455192076429009
76 0.749261523833477 3 43 "GO:0010324;GO:0016237;GO:0034727;GO:0044804" "lysosomal microautophagy" 0.898695694837078
873 0.0146055268623725 4 19 "GO:0010389;GO:1902749" "regulation of cell cycle G2/M phase transition" 0.161008546125678
101 0.488089790339477 3 117 "GO:0010498;GO:0043161" "proteasomal protein catabolic process" 0.754542814448006
-10 0.981261398521347 4 14 "GO:0010499" "proteasomal ubiquitin-independent protein catabolic process" 0.989372417942873
363 0.439943787698231 2 11 "GO:0010506" "regulation of autophagy" 0.710973730206914
137 0.724840645106282 -1 16 "GO:0010525;GO:0010528" "obsolete regulation of transposition" 0.891371098762838
73 0.781349661732811 3 35 "GO:0010562;GO:0045937" "positive regulation of phosphate metabolic process" 0.907801315674671
181 0.492560818765224 4 35 "GO:0010563;GO:0045936" "negative regulation of phosphate metabolic process" 0.7552520738152
122 0.617480028264207 2 41 "GO:0010565" "regulation of cellular ketone metabolic process" 0.829878818828238
289 0.373358950052808 2 23 "GO:0010570;GO:1900428" "regulation of filamentous growth" 0.667433180982433
206 0.324518625485014 2 56 "GO:0010638" "positive regulation of organelle organization" 0.627357509810278
694 0.108283816686862 5 13 "GO:0010647" "positive regulation of cell communication" 0.408720073728507
406 0.365933570522468 2 12 "GO:0010676;GO:0045913" "positive regulation of carbohydrate metabolic process" 0.662614952663321
-228 0.546724404364124 2 17 "GO:0010677;GO:0045912" "negative regulation of carbohydrate metabolic process" 0.788319670926349
378 0.266576835177625 3 21 "GO:0010821" "regulation of mitochondrion organization" 0.602997204146622
375 0.294739387196998 5 19 "GO:0010822;GO:0070129;GO:0062125;GO:0070131" "regulation of mitochondrial gene expression" 0.613747197038124
11 0.954155689947247 2 63 "GO:0010927" "cellular component assembly involved in morphogenesis" 0.98249622946231
268 0.568103372175596 3 11 "GO:0010962;GO:0070873;GO:0032885" "regulation of polysaccharide biosynthetic process" 0.802418123535579
351 0.475951989048436 3 10 "GO:0010972;GO:1902750" "negative regulation of cell cycle G2/M phase transition" 0.747002613320088
525 0.17770378181613 3 16 "GO:0014070" "response to organic cyclic compound" 0.506273025510393
69 0.316325937180122 2 579 "GO:0015031;GO:0045184" "establishment of protein localization" 0.627213451687004
-219 0.316541301073796 6 51 "GO:0015074;GO:0016032;GO:0019058;GO:0019068;GO:0019069;GO:0021700;GO:0044703;GO:0046797" "DNA integration" 0.627213451687004
315 0.483990813819283 4 12 "GO:0015695" "organic cation transport" 0.749457347151599
-440 0.105580925431341 2 33 "GO:0015698" "inorganic anion transport" 0.405676086927061
-117 0.723807210911849 3 22 "GO:0015718" "monocarboxylic acid transport" 0.891371098762838
164 0.481102213544995 3 45 "GO:0015748" "organophosphate ester transport" 0.747614686634247
417 0.334293799042243 2 13 "GO:0015802" "basic amino acid transport" 0.636946621220405
482 0.283591834951057 2 12 "GO:0015846" "polyamine transport" 0.608981196718351
417 0.103809145993058 3 37 "GO:0015850" "organic hydroxy compound transport" 0.404272536490611
489 0.321070167098215 3 10 "GO:0015851" "nucleobase transport" 0.627213451687004
-475 0.29082899514017 5 12 "GO:0015858" "nucleoside transport" 0.613747197038124
-613 0.213269350612595 3 10 "GO:0015865" "purine nucleotide transport" 0.553234251125224
607 0.0675902193004028 2 22 "GO:0015914" "phospholipid transport" 0.342013896569251
467 0.142152823045109 2 24 "GO:0015918" "sterol transport" 0.479630278307657
58 0.638139611463307 3 167 "GO:0015931;GO:0006403;GO:0050657;GO:0050658;GO:0051236" "nucleobase-containing compound transport" 0.845324226066544
651 0.165354789608671 6 11 "GO:0015936" "coenzyme A metabolic process" 0.500387369861534
107 0.388259274901744 4 161 "GO:0015980" "energy derivation by oxidation of organic compounds" 0.674536751517852
530 0.160332961692154 3 17 "GO:0015985;GO:0015986" "energy coupled proton transport, down electrochemical gradient" 0.491432588393303
696 0.0738026699156677 2 16 "GO:0015988" "energy coupled proton transmembrane transport, against electrochemical gradient" 0.361605491315614
32 0.881147643764451 4 53 "GO:0016042" "lipid catabolic process" 0.954318968568283
513 0.00483772399066293 2 74 "GO:0016050" "vesicle organization" 0.0933277586532057
209 0.193968933992256 2 95 "GO:0016051" "carbohydrate biosynthetic process" 0.526730888201845
55 0.695835854638223 2 125 "GO:0016052" "carbohydrate catabolic process" 0.879040260966507
-57 0.847213585718866 7 28 "GO:0016073" "snRNA metabolic process" 0.931497335054907
98 0.670994590387884 7 46 "GO:0016074;GO:0043144" "sno(s)RNA metabolic process" 0.862973598193306
23 0.938577583702369 4 28 "GO:0016075;GO:0034661" "ncRNA catabolic process" 0.979575443446138
149 0.668001924000244 2 20 "GO:0016078;GO:0043633;GO:0043634;GO:0071029;GO:0071035;GO:0071046;GO:0071038;GO:0106354;GO:0071042;GO:0071047;GO:0071051" "polyadenylation-dependent RNA catabolic process" 0.860319585012832
-213 0.572688954842486 2 17 "GO:0016180;GO:0034472" "snRNA processing" 0.80471922941448
29 0.72090590898551 2 394 "GO:0016192" "vesicle-mediated transport" 0.891266851429349
-37 0.833953158709796 2 79 "GO:0016197" "endosomal transport" 0.927059573787841
-306 0.35656257244083 4 22 "GO:0016226;GO:0031163" "iron-sulfur cluster assembly" 0.656361176272221
322 0.14541597717488 3 50 "GO:0016236" "macroautophagy" 0.480911410228353
149 0.094693342946028 2 322 "GO:0016310" "phosphorylation" 0.391084725866854
-32 0.849474524163236 2 89 "GO:0016311" "dephosphorylation" 0.931497335054907
86 0.22538493677919 2 537 "GO:0016482" "cytosolic transport" 0.558038640260775
386 0.122316875612949 2 39 "GO:0016485" "protein processing" 0.43742579425852
369 0.00647498003834789 2 135 "GO:0016567;GO:0032446" "protein modification by small protein conjugation" 0.107412575866841
123 0.414293774385952 2 108 "GO:0016569;GO:0016570" "histone modification" 0.694563375481426
373 0.157754488051964 2 35 "GO:0016571;GO:0034968;GO:0018022" "peptidyl-lysine methylation" 0.491432588393303
1046 0.0120062881413233 3 14 "GO:0016574" "histone ubiquitination" 0.148381616587005
534 0.100240768665277 2 23 "GO:0016579" "protein deubiquitination" 0.396679281128404
711 0.148431815677429 -1 10 "GO:0016584" "obsolete nucleosome positioning" 0.483971342666547
-360 0.442706712069542 7 11 "GO:0016925" "protein sumoylation" 0.71419236128292
599 0.0548268642432251 2 25 "GO:0016973" "poly(A)+ mRNA export from nucleus" 0.310233098099124
463 0.0641109620272725 6 39 "GO:0017004;GO:0033108" "mitochondrial respiratory chain complex assembly" 0.33415343012139
299 0.0371950377053134 3 120 "GO:0017038" "protein import" 0.262920648207024
403 0.0277867292606383 3 73 "GO:0017148;GO:0034249" "negative regulation of amide metabolic process" 0.225790163170651
73 0.574357528551371 5 148 "GO:0018193" "peptidyl-amino acid modification" 0.805841017331166
110 0.471146711177514 2 106 "GO:0018205" "peptidyl-lysine modification" 0.741975943112888
628 0.0120179495075868 2 39 "GO:0019216" "regulation of lipid metabolic process" 0.148381616587005
1467 0.0028821106584541 4 10 "GO:0019217" "regulation of fatty acid metabolic process" 0.0706282433330242
-163 0.695013288903952 2 14 "GO:0019321" "pentose metabolic process" 0.879040260966507
204 0.00540097001368897 2 498 "GO:0019637" "organophosphate metabolic process" 0.0961788121668459
-316 0.284246345209862 3 28 "GO:0019674" "NAD metabolic process" 0.608981196718351
138 0.77999080420427 2 10 "GO:0019722" "calcium-mediated signaling" 0.907801315674671
190 0.0840564524515483 2 209 "GO:0019725;GO:0048878;GO:0055082" "cellular homeostasis" 0.379299452722183
489 0.117098919167131 4 25 "GO:0019740;GO:0141067" "nitrogen utilization" 0.425229800583385
116 0.683905588606585 4 30 "GO:0019751" "polyol metabolic process" 0.867770474556772
-76 0.844735409667378 5 16 "GO:0019932" "second-messenger-mediated signaling" 0.931497335054907
78 0.477063071521582 2 210 "GO:0019953" "sexual reproduction" 0.747440501188711
304 0.420489568804918 3 17 "GO:0019985;GO:0000731" "DNA synthesis involved in DNA repair" 0.699054471657727
250 0.43138509428547 3 24 "GO:0022406;GO:0048278;GO:0140056" "organelle localization by membrane tethering" 0.708126137799392
186 0.223426930109897 4 106 "GO:0022411" "cellular component disassembly" 0.556164885166034
-129 0.329729209577892 2 142 "GO:0022413" "reproductive process in single-celled organism" 0.632903407238754
665 0.040654661980173 5 23 "GO:0022604;GO:0022603" "regulation of anatomical structure morphogenesis" 0.272620342678903
371 0.409501814220509 -1 12 "GO:0022610" "obsolete biological adhesion" 0.692899906084238
54 0.463712933642288 2 492 "GO:0022613;GO:0042254" "ribonucleoprotein complex biogenesis" 0.735270850261573
288 0.0325288920512948 2 137 "GO:0022618;GO:0071826" "protein-RNA complex organization" 0.242917371286282
217 0.267372864419923 3 64 "GO:0022900" "electron transport chain" 0.602997204146622
161 0.334158057866545 2 88 "GO:0030001" "metal ion transport" 0.636946621220405
212 0.37856018348249 -1 42 "GO:0030004;GO:0055067" "obsolete monovalent inorganic cation homeostasis" 0.671535309761313
141 0.406509212409996 3 85 "GO:0030010" "establishment of cell polarity" 0.692603332628362
-285 0.509823873364076 3 13 "GO:0030011" "maintenance of cell polarity" 0.766269577560608
178 0.23972241640465 2 108 "GO:0030029;GO:0030036" "actin filament-based process" 0.579389447421935
16 0.971157905412203 3 13 "GO:0030100" "regulation of endocytosis" 0.987080020335756
280 0.389214278679814 3 23 "GO:0030150;GO:1990542" "mitochondrial transmembrane transport" 0.674929629321176
89 0.390146336816958 2 234 "GO:0030154;GO:0048869" "cellular developmental process" 0.675281323163557
-132 0.711420799507543 4 19 "GO:0030162" "regulation of proteolysis" 0.889599249257037
416 0.285418833019184 2 16 "GO:0030174" "regulation of DNA-templated DNA replication initiation" 0.608981196718351
146 0.661391447269836 3 22 "GO:0030242" "autophagy of peroxisome" 0.854913761380024
129 0.58937342508873 2 43 "GO:0030258" "lipid modification" 0.812692075943377
150 0.510570550059282 4 47 "GO:0030433;GO:0036503" "ubiquitin-dependent ERAD pathway" 0.766269577560608
-139 0.36117773812774 3 106 "GO:0030437;GO:0043935;GO:0048468;GO:0034293" "sexual sporulation resulting in formation of a cellular spore" 0.659635171881658
199 0.358011123744829 9 52 "GO:0030466;GO:0140719" "constitutive heterochromatin formation" 0.656361176272221
103 0.791704224862113 2 16 "GO:0030474" "spindle pole body duplication" 0.908448714030132
112 0.634417837275667 5 44 "GO:0030476;GO:0042244;GO:0071940;GO:0070726;GO:0070590;GO:0070591" "cell wall assembly" 0.842856409350456
184 0.607233236532733 3 19 "GO:0030488" "tRNA methylation" 0.823276686719342
171 0.728972563747569 3 10 "GO:0030846" "termination of RNA polymerase II transcription, poly(A)-coupled" 0.892894965648477
47 0.923875930218391 8 10 "GO:0030847" "termination of RNA polymerase II transcription, exosome-dependent" 0.972107832961866
325 0.339470964269378 2 21 "GO:0030866;GO:0030865" "cortical actin cytoskeleton organization" 0.641530842680498
272 0.54558715090365 2 12 "GO:0030950;GO:0030952" "establishment or maintenance of actin cytoskeleton polarity" 0.788319670926349
388 0.159769608784757 3 32 "GO:0031023;GO:0051300" "spindle pole body organization" 0.491432588393303
340 0.382164643408203 2 16 "GO:0031056" "regulation of histone modification" 0.672277667293346
-605 0.218936201038636 -1 10 "GO:0031058" "obsolete positive regulation of histone modification" 0.554926773336344
