"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1901 0.0356803829906025 2 18 "GO:0006359" "regulation of transcription by RNA polymerase III" 0.0886341737830095
-89 0.8938934606662 3 33 "GO:0006360" "transcription by RNA polymerase I" 0.931022011972304
275 0.725460425961899 3 24 "GO:0006361;GO:0006362;GO:0006363" "transcription initiation at RNA polymerase I promoter" 0.806396096312879
130 0.701469149913964 2 129 "GO:0006364;GO:0016072" "rRNA metabolic process" 0.788514409371189
776 0.0749512021671643 7 78 "GO:0006368" "transcription elongation by RNA polymerase II" 0.154126329315571
876 0.121981946155876 2 46 "GO:0006369" "termination of RNA polymerase II transcription" 0.220214889557783
-256 0.689283038222534 2 36 "GO:0006370;GO:0009452;GO:0036260" "RNA capping" 0.7792101540526
2124 0.0225699127297512 2 17 "GO:0006376" "mRNA splice site recognition" 0.0630268651398835
1277 0.096339763588753 3 25 "GO:0006378;GO:0043631" "obsolete RNA polyadenylation" 0.185938613506424
1631 0.140985951348028 -1 12 "GO:0006379" "obsolete mRNA cleavage" 0.243434676143635
632 0.231304314084238 7 53 "GO:0006383" "transcription by RNA polymerase III" 0.346036498648471
1912 0.0346455072397653 3 18 "GO:0006385;GO:0006386" "transcription elongation by RNA polymerase III" 0.0867855421627683
57 0.70732240941198 4 664 "GO:0006396" "RNA processing" 0.792239697308643
-62 0.742155922680098 5 432 "GO:0006397;GO:0008380" "mRNA processing" 0.819791473286728
-379 0.259346391760134 5 132 "GO:0006399" "tRNA metabolic process" 0.375976861628011
-706 0.410835546877552 3 20 "GO:0006400" "tRNA modification" 0.534753839059009
330 0.216497133315091 3 210 "GO:0006401;GO:0000956;GO:0006402" "RNA catabolic process" 0.329766505476233
497 0.101503353209881 3 162 "GO:0006403;GO:0015931;GO:0050657;GO:0050658;GO:0051236" "nucleobase-containing compound transport" 0.192903363391927
933 0.0382137240088023 5 73 "GO:0006405;GO:0006406" "RNA export from nucleus" 0.093792129779452
214 0.493331781777352 2 153 "GO:0006413" "translational initiation" 0.612438754502802
399 0.26908779674621 2 114 "GO:0006414;GO:0006415" "translational elongation" 0.387580844085331
499 0.0320335439984141 4 277 "GO:0006417;GO:0034248" "regulation of amide metabolic process" 0.0818609143034879
72 0.894166694811403 6 51 "GO:0006418;GO:0043039;GO:0043038" "amino acid activation" 0.931022011972304
72 0.890252013719474 2 55 "GO:0006446" "regulation of translational initiation" 0.928417787568991
269 0.824885452336112 2 10 "GO:0006448" "regulation of translational elongation" 0.881237418826217
-47 0.855594215456181 2 221 "GO:0006457" "protein folding" 0.905501580263648
-42 0.936446034645118 3 54 "GO:0006458;GO:0051084" "'de novo' protein folding" 0.959138319995333
-336 0.782219592133129 2 10 "GO:0006465" "signal peptide processing" 0.851444859318925
822 2.7641761115109e-13 3 1288 "GO:0006468;GO:0016310" "phosphorylation" 1.39654682310797e-11
607 0.0467239817518042 2 160 "GO:0006469;GO:0033673" "negative regulation of kinase activity" 0.109770195710276
929 0.00372408596648042 3 145 "GO:0006470" "protein dephosphorylation" 0.015080022581901
386 0.645196746706253 -1 21 "GO:0006471" "obsolete protein ADP-ribosylation" 0.743447760064328
439 0.162111453411814 4 151 "GO:0006473;GO:0043543" "protein acylation" 0.268051130332792
-117 0.923375376335323 2 10 "GO:0006474" "N-terminal protein amino acid acetylation" 0.949691429967178
636 0.0673594269413251 2 123 "GO:0006475;GO:0016573;GO:0018393;GO:0018394" "internal protein amino acid acetylation" 0.143210754220988
28 0.959251361485598 2 50 "GO:0006476;GO:0035601;GO:0098732;GO:0016575" "protein deacylation" 0.97227823182676
-54 0.899305789850038 4 81 "GO:0006479;GO:0008213" "protein methylation" 0.933786518256569
1285 0.134448425713245 3 20 "GO:0006482;GO:0008214;GO:0016577;GO:0070076" "protein dealkylation" 0.235985371481719
418 0.0808884826239265 3 262 "GO:0006486;GO:0043413;GO:0070085" "glycosylation" 0.162868042266692
721 0.0623878778766219 2 99 "GO:0006487;GO:0018196;GO:0018279" "protein N-linked glycosylation" 0.134613528874393
840 0.202330284526903 4 34 "GO:0006488;GO:0006490;GO:0019348;GO:0016093" "polyprenol metabolic process" 0.315472635149059
240 0.594410910611309 2 73 "GO:0006493;GO:0016266" "protein O-linked glycosylation" 0.699657860375462
216 0.664170025169823 5 60 "GO:0006497;GO:0042158" "lipoprotein biosynthetic process" 0.759977129845888
653 0.352138444341661 2 30 "GO:0006501;GO:0018410" "C-terminal protein amino acid modification" 0.474527144529345
-54 0.93324818471888 4 36 "GO:0006505;GO:0006506" "GPI anchor metabolic process" 0.956848903720513
349 0.00367832457352511 2 1114 "GO:0006508" "proteolysis" 0.0149685475829696
308 0.590389324543724 6 45 "GO:0006509;GO:0033619" "membrane protein proteolysis" 0.696844269098318
816 1.37283159833461e-05 5 432 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "proteolysis involved in protein catabolic process" 0.000146852735144328
429 0.497355062789956 2 37 "GO:0006513" "protein monoubiquitination" 0.614104133776669
1755 0.1294922669175 2 11 "GO:0006516" "glycoprotein catabolic process" 0.229866272733551
180 0.320148231275222 5 464 "GO:0006520" "amino acid metabolic process" 0.441379845301356
750 0.0914195149062764 2 75 "GO:0006521;GO:0033238" "regulation of amine metabolic process" 0.179236828031171
1711 0.0953386919603317 2 14 "GO:0006525" "arginine metabolic process" 0.184497504064661
799 0.28905329404123 2 26 "GO:0006536" "glutamate metabolic process" 0.409689692547
-493 0.56556357515127 2 20 "GO:0006541" "glutamine metabolic process" 0.67489490581278
575 0.525536375104874 2 18 "GO:0006544" "glycine metabolic process" 0.639444778008302
13 0.991546280764942 2 10 "GO:0006560" "proline metabolic process" 0.994458425731332
66 0.948512962897898 3 14 "GO:0006568;GO:0006569;GO:0042436;GO:0046218" "tryptophan metabolic process" 0.966165189254559
-74 0.783711933344706 2 207 "GO:0006575" "cellular modified amino acid metabolic process" 0.852091288430458
990 0.00102414720117909 2 164 "GO:0006576" "biogenic amine metabolic process" 0.00534705788342151
-603 0.543201426160851 2 15 "GO:0006577" "amino-acid betaine metabolic process" 0.655353961613606
838 0.162356806758469 2 41 "GO:0006584;GO:0009712" "catecholamine metabolic process" 0.268199071124151
429 0.600212515864199 3 22 "GO:0006586;GO:0042430" "indole-containing compound metabolic process" 0.703856015414027
739 0.389121925321485 2 20 "GO:0006590;GO:0042403" "thyroid hormone metabolic process" 0.513203374600705
1374 0.109424975157319 4 20 "GO:0006595" "polyamine metabolic process" 0.203714069397186
1322 0.253309446278575 4 11 "GO:0006596" "polyamine biosynthetic process" 0.368735913820408
81 0.946783379101959 3 10 "GO:0006600" "creatine metabolic process" 0.965612771518266
734 5.83232996299262e-06 2 588 "GO:0006605;GO:0072594;GO:0033365" "protein localization to organelle" 7.0416807347308e-05
-484 0.636960114632074 4 14 "GO:0006607" "NLS-bearing protein import into nucleus" 0.736692992456269
1462 0.00988693278227801 5 46 "GO:0006611" "protein export from nucleus" 0.0329297031004067
1022 0.000975229699076849 4 155 "GO:0006612" "protein targeting to membrane" 0.00513582009544383
713 0.40637024442131 4 20 "GO:0006625;GO:0043574;GO:0072663;GO:0072662;GO:0015919" "peroxisomal transport" 0.530754778875473
54 0.91356339896197 4 60 "GO:0006626;GO:0072655;GO:0070585" "protein localization to mitochondrion" 0.943704142411609
527 6.6918024910555e-06 2 1181 "GO:0006629" "lipid metabolic process" 8.02039393453513e-05
861 0.000101204159197267 2 307 "GO:0006631" "fatty acid metabolic process" 0.000787569807592002
889 0.00762199747199068 2 134 "GO:0006633" "fatty acid biosynthetic process" 0.0267135962625586
1114 0.0300874591380203 5 56 "GO:0006635" "fatty acid beta-oxidation" 0.078232158202105
423 0.410361554778432 5 56 "GO:0006636;GO:0046456" "unsaturated fatty acid biosynthetic process" 0.534675676380015
496 0.27697687172662 3 71 "GO:0006637;GO:0035383" "thioester metabolic process" 0.396336403812732
801 0.0285938247708962 2 111 "GO:0006638;GO:0006639;GO:0006641" "neutral lipid metabolic process" 0.0756055720995355
103 0.731162771545125 2 165 "GO:0006643" "membrane lipid metabolic process" 0.810374128165437
541 0.00976824748082255 3 345 "GO:0006644" "phospholipid metabolic process" 0.0325674362710876
-358 0.727240445304348 4 14 "GO:0006646;GO:0046337" "phosphatidylethanolamine metabolic process" 0.807662368068813
748 0.00104161571978096 2 289 "GO:0006650;GO:0046474;GO:0008654;GO:0045017" "glycerolipid biosynthetic process" 0.00542962860914393
1090 0.114061447054535 6 31 "GO:0006654;GO:0046473" "phosphatidic acid biosynthetic process" 0.20991401017878
-189 0.864883731061108 4 12 "GO:0006655" "phosphatidylglycerol biosynthetic process" 0.912099605910301
1198 0.105093122595402 3 27 "GO:0006656" "phosphatidylcholine biosynthetic process" 0.197741996472494
880 0.202062448824292 3 31 "GO:0006658;GO:0052646" "alditol phosphate metabolic process" 0.315472635149059
692 0.340178211016086 4 28 "GO:0006662;GO:0018904" "ether metabolic process" 0.462012094696785
-68 0.844854889906945 4 122 "GO:0006665" "sphingolipid metabolic process" 0.897607071644907
108 0.816824731467241 2 68 "GO:0006672" "ceramide metabolic process" 0.875471015240501
45 0.964176434836587 6 15 "GO:0006677" "glycosylceramide metabolic process" 0.975463774492715
-306 0.765391972323199 4 14 "GO:0006684" "sphingomyelin metabolic process" 0.839015380576395
-35 0.943308130959495 3 61 "GO:0006687" "glycosphingolipid metabolic process" 0.963253700892718
176 0.85465616509905 2 16 "GO:0006688" "glycosphingolipid biosynthetic process" 0.905092178711796
113 0.863276691612319 2 34 "GO:0006691;GO:0019370" "leukotriene metabolic process" 0.91069728726465
876 0.219427239765885 6 29 "GO:0006692;GO:0006693" "prostaglandin metabolic process" 0.33192033873384
695 0.0335657363003818 2 139 "GO:0006694" "steroid biosynthetic process" 0.0847270392086501
1113 0.132257101028593 2 27 "GO:0006699" "bile acid biosynthetic process" 0.233637611499677
1337 0.110618242753869 2 21 "GO:0006700;GO:0120255" "C21-steroid hormone biosynthetic process" 0.205469631902549
539 0.59949134152207 2 14 "GO:0006702" "androgen biosynthetic process" 0.703620287905103
-438 0.64845148765033 6 16 "GO:0006704" "glucocorticoid biosynthetic process" 0.745367408275703
573 0.590458012583492 4 13 "GO:0006705;GO:0008212;GO:0032341" "mineralocorticoid metabolic process" 0.696844269098318
358 0.655095767184146 2 23 "GO:0006706" "steroid catabolic process" 0.751426650168612
-970 0.401980904436122 4 11 "GO:0006707;GO:0016127" "cholesterol catabolic process" 0.526147983327311
468 0.209135726612996 4 107 "GO:0006720" "isoprenoid metabolic process" 0.322593577358891
477 0.336932153011899 2 60 "GO:0006721" "terpenoid metabolic process" 0.458361719341788
910 0.180198590940808 3 32 "GO:0006730" "one-carbon metabolic process" 0.288801444292128
298 0.238625984854129 -1 234 "GO:0006732;GO:0051186" "obsolete cofactor metabolic process" 0.352994474892324
551 0.251632907514415 -1 64 "GO:0006733;GO:0072524;GO:0046496;GO:0019362" "obsolete oxidoreduction coenzyme metabolic process" 0.367598962756823
922 0.204002517283602 2 28 "GO:0006739" "NADP metabolic process" 0.316167478198358
680 0.522779868005681 3 13 "GO:0006743;GO:1901663" "quinone biosynthetic process" 0.637034911514158
-979 0.0716100712550217 2 50 "GO:0006749" "glutathione metabolic process" 0.149217940356276
59 0.945013213691131 2 20 "GO:0006750;GO:0019184" "nonribosomal peptide biosynthetic process" 0.964539601397337
1315 0.0119630347779691 3 54 "GO:0006754" "ATP biosynthetic process" 0.0385540787152606
461 0.511125442170097 3 30 "GO:0006760;GO:0042558" "pteridine-containing compound metabolic process" 0.626575466095278
655 0.0857250139967851 2 102 "GO:0006766" "vitamin metabolic process" 0.170722223144598
467 0.323450388817276 2 66 "GO:0006767" "water-soluble vitamin metabolic process" 0.443882606300014
839 0.202790113519995 2 34 "GO:0006775" "fat-soluble vitamin metabolic process" 0.315472635149059
-745 0.179226314214429 3 48 "GO:0006778;GO:0033013" "tetrapyrrole metabolic process" 0.288030799088315
-1139 0.0988694052704078 2 31 "GO:0006779;GO:0033014" "tetrapyrrole biosynthetic process" 0.189211612417261
-1396 0.0880522962199451 3 22 "GO:0006783" "heme biosynthetic process" 0.17419502457006
145 0.50892054301906 2 313 "GO:0006790" "sulfur compound metabolic process" 0.625016852383917
658 0.256007413501652 4 44 "GO:0006801" "superoxide metabolic process" 0.372003692893551
-48 0.878885983293436 3 152 "GO:0006805;GO:0009410;GO:0071466" "response to xenobiotic stimulus" 0.921029990602237
1558 0.00347563473506915 2 52 "GO:0006809;GO:0045428;GO:0080164" "nitric oxide biosynthetic process" 0.0143229571540141
348 0.00567310145405416 4 1008 "GO:0006811" "monoatomic ion transport" 0.0209331069383302
438 0.0043958086903819 2 654 "GO:0006812;GO:0030001" "monoatomic cation transport" 0.0170434896566873
201 0.569199253449876 3 119 "GO:0006813" "potassium ion transport" 0.678228972978958
-128 0.71979801534 4 116 "GO:0006814" "sodium ion transport" 0.801837409218643
1246 1.16329212415551e-06 3 228 "GO:0006816" "calcium ion transport" 1.61875056598589e-05
1248 0.259873938461887 2 12 "GO:0006817" "phosphate ion transport" 0.376456115531026
336 0.12055012337411 2 322 "GO:0006820;GO:0015711" "monoatomic anion transport" 0.21848046642416
-73 0.922290093150315 2 26 "GO:0006821" "chloride transport" 0.949169748011794
238 0.810236413975877 2 15 "GO:0006825" "copper ion transport" 0.872017353268485
419 0.414701191193585 2 56 "GO:0006826" "iron ion transport" 0.538717844889135
130 0.873949440271049 2 22 "GO:0006829" "zinc ion transport" 0.91841598779204
353 0.546403272424303 5 43 "GO:0006833;GO:0042044" "fluid transport" 0.658249576904406
558 0.256883526137121 3 61 "GO:0006835;GO:0015800" "dicarboxylic acid transport" 0.37301035495445
818 0.479597180689431 2 11 "GO:0006837" "serotonin transport" 0.600227569125035
441 0.202347403197937 2 124 "GO:0006839" "mitochondrial transport" 0.315472635149059
1153 0.202488100728552 4 18 "GO:0006858" "extracellular transport" 0.315472635149059
-650 0.512047399533561 2 15 "GO:0006862" "nucleotide transport" 0.62698123045049
180 0.602499292965659 3 124 "GO:0006865" "amino acid transport" 0.706141212740622
165 0.492508784961322 2 259 "GO:0006869;GO:0010876" "lipid localization" 0.612187301216117
937 9.46543067534234e-12 4 830 "GO:0006873;GO:0050801;GO:0055082;GO:0019725" "cellular homeostasis" 3.98518901766978e-10
799 0.000622189633711526 2 276 "GO:0006874;GO:0055074;GO:0072503;GO:0072507" "obsolete cellular divalent inorganic cation homeostasis" 0.00352288061570457
337 0.411344514443914 2 88 "GO:0006879;GO:0055072" "obsolete iron ion homeostasis" 0.535204193911971
1558 0.0943773590509471 2 17 "GO:0006882;GO:0055069" "intracellular zinc ion homeostasis" 0.183393637351071
387 0.696328859513663 2 15 "GO:0006884" "cell volume homeostasis" 0.783668257245671
1269 0.0236370249778251 2 47 "GO:0006885" "regulation of pH" 0.0649030016949646
732 6.791445905921e-07 2 717 "GO:0006886" "intracellular protein transport" 1.0046445204975e-05
1043 8.41630091564611e-06 2 274 "GO:0006887" "exocytosis" 9.76647781165436e-05
537 0.295506534101578 2 56 "GO:0006888" "endoplasmic reticulum to Golgi vesicle-mediated transport" 0.417215588129657
1446 0.0597848858467573 3 25 "GO:0006890" "retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum" 0.131102436588135
-186 0.787624401590089 3 31 "GO:0006891" "intra-Golgi vesicle-mediated transport" 0.854778101395193
643 0.142718803743387 3 77 "GO:0006892" "post-Golgi vesicle-mediated transport" 0.244873851354902
467 0.520181021454303 2 28 "GO:0006893;GO:0043001;GO:0061951" "Golgi to plasma membrane transport" 0.634574470451683
339 0.780004181016015 3 10 "GO:0006895" "Golgi to endosome transport" 0.849314897366244
333 0.0872335360430509 2 400 "GO:0006897;GO:0098657" "import into cell" 0.17288770812636
150 0.654019051035895 2 132 "GO:0006898" "receptor-mediated endocytosis" 0.750716030619322
753 0.20405822282968 2 42 "GO:0006900;GO:0006901" "vesicle budding from membrane" 0.316167478198358
-775 0.213901535870978 2 38 "GO:0006903" "vesicle targeting" 0.327325075888661
1385 0.030537464099086 2 36 "GO:0006904;GO:0048278;GO:0140056;GO:0022406" "membrane docking" 0.0791515644052079
1067 0.115961050585204 3 32 "GO:0006906;GO:0090174" "organelle membrane fusion" 0.212508978862617
342 0.757574062747323 3 12 "GO:0006907" "pinocytosis" 0.832900308691734
314 0.42137038997935 3 97 "GO:0006909" "phagocytosis" 0.544795417595349
1229 0.214852011770834 7 15 "GO:0006911" "phagocytosis, engulfment" 0.327936909822174
961 4.16788704789474e-06 2 347 "GO:0006913;GO:0051169" "nuclear transport" 5.24419197903691e-05
632 0.0699292033467803 3 122 "GO:0006914;GO:0061919" "autophagy" 0.147021449289902
1297 0.000593958426769311 3 104 "GO:0006919;GO:0097202;GO:0031638" "zymogen activation" 0.00339818723608087
432 0.333945028446652 2 74 "GO:0006921" "cellular component disassembly involved in execution phase of apoptosis" 0.454863323690919
1261 0.21886198335828 2 14 "GO:0006925" "inflammatory cell apoptotic process" 0.331670015609489
957 6.24375928125371e-20 -1 1516 "GO:0006928;GO:0040011" "locomotion" 1.28153159247732e-17
200 0.825206566113097 2 18 "GO:0006929" "substrate-dependent cell migration" 0.881293776622898
1059 4.00558659164713e-11 3 600 "GO:0006935;GO:0042330" "chemotaxis" 1.41444584591066e-09
492 0.14685628289877 2 129 "GO:0006937;GO:0090257" "regulation of muscle system process" 0.249527846942079
1040 0.0143820746020405 2 82 "GO:0006939" "smooth muscle contraction" 0.0443481060968085
577 0.308793920828095 6 46 "GO:0006940" "regulation of smooth muscle contraction" 0.429160118586118
375 0.358594871733503 3 89 "GO:0006941" "striated muscle contraction" 0.480271435062326
128 0.800447055376831 3 58 "GO:0006942;GO:0055117" "regulation of striated muscle contraction" 0.864409118664095
1390 0.0895647226907044 2 22 "GO:0006949;GO:0000768;GO:0140253;GO:0007520" "syncytium formation" 0.176443040981568
826 5.18940329535769e-12 2 1123 "GO:0006952" "defense response" 2.25808353297063e-10
499 0.383369475615843 2 45 "GO:0006953" "acute-phase response" 0.507450769013474
845 1.59630954087684e-06 3 493 "GO:0006954" "inflammatory response" 2.13970633968961e-05
826 1.42392814721977e-11 2 1071 "GO:0006955" "immune response" 5.56688099460682e-10
64 0.880137868355925 3 81 "GO:0006956;GO:0002455;GO:0006958" "complement activation" 0.921602331110371
645 0.529681163225343 3 14 "GO:0006957" "complement activation, alternative pathway" 0.642345989672092
443 0.196935988510713 3 126 "GO:0006959" "humoral immune response" 0.309709173688689
-65 0.896357483032465 3 60 "GO:0006968" "cellular defense response" 0.932178100757324
1374 0.00802316777948215 2 55 "GO:0006970" "response to osmotic stress" 0.0278226853092074
465 0.597819190159146 2 19 "GO:0006972" "hyperosmotic response" 0.702662212055346
650 3.83424947050806e-05 3 620 "GO:0006974" "DNA damage response" 0.000346878106367726
1208 0.00732625593943895 4 73 "GO:0006977;GO:0031571;GO:0044819" "mitotic G1/S transition checkpoint signaling" 0.0258425612299866
1039 1.8468327900468e-05 2 255 "GO:0006979" "response to oxidative stress" 0.000186615350231191
609 0.179483461384085 -1 72 "GO:0006987;GO:0032069;GO:0032075" "regulation of nuclease activity" 0.288085868614533
2355 0.0523768304347997 3 10 "GO:0006991" "response to sterol depletion" 0.118655544087067
603 0.248901499015183 2 54 "GO:0006997" "nucleus organization" 0.364581856719831
903 0.347002502420523 3 16 "GO:0006998" "nuclear envelope organization" 0.468953176110699
-299 0.805297668708758 2 10 "GO:0006999" "nuclear pore organization" 0.868219810912528
342 0.168231761955527 5 243 "GO:0007005" "mitochondrion organization" 0.275547683921172
1259 0.029772497702548 2 44 "GO:0007006" "mitochondrial membrane organization" 0.0775359892586579
965 0.346983391264378 2 14 "GO:0007007" "inner mitochondrial membrane organization" 0.468953176110699
853 0.0158182461535271 5 119 "GO:0007009" "plasma membrane organization" 0.0478334441695976
722 2.11934968755121e-07 2 809 "GO:0007010" "cytoskeleton organization" 3.56920224303496e-06
1185 4.77222790643433e-06 4 223 "GO:0007015" "actin filament organization" 5.84775986743669e-05
583 0.61434903491405 -1 11 "GO:0007016" "obsolete cytoskeletal anchoring at plasma membrane" 0.717468787573876
532 0.00331630272680954 2 465 "GO:0007017" "microtubule-based process" 0.0137162949053432
518 0.0545483946345973 2 206 "GO:0007018" "microtubule-based movement" 0.122210659858191
452 0.519090958808742 4 30 "GO:0007019;GO:0031111" "microtubule depolymerization" 0.633715505103312
-1215 0.253928599266863 5 13 "GO:0007020" "microtubule nucleation" 0.369473424896933
560 0.535974248254869 2 18 "GO:0007026;GO:0031114" "regulation of microtubule depolymerization" 0.648063119023928
337 0.673859822376972 2 23 "GO:0007029" "endoplasmic reticulum organization" 0.768387380793742
1493 0.00772898728151259 2 47 "GO:0007030" "Golgi organization" 0.0270308777768768
153 0.815911836462991 2 34 "GO:0007031" "peroxisome organization" 0.874781087477787
-188 0.803002265571661 2 26 "GO:0007032" "endosome organization" 0.866598567248549
-149 0.745875292604463 2 70 "GO:0007033" "vacuole organization" 0.822186231379227
-960 0.0901577496955427 2 46 "GO:0007034;GO:0007041" "vacuolar transport" 0.177321618203038
-771 0.210152991830729 7 39 "GO:0007040;GO:0080171" "lysosome organization" 0.32340319829996
1085 0.00213362347891638 6 119 "GO:0007043" "cell-cell junction assembly" 0.00965126653548401
692 0.166864324887893 2 59 "GO:0007044;GO:0150115" "cell-substrate junction assembly" 0.273854294318761
652 1.22526089170247e-09 2 1431 "GO:0007049;GO:0022402" "cell cycle" 3.19345775265945e-08
772 0.0677782714851923 3 83 "GO:0007051" "spindle organization" 0.143974025586916
1450 0.0235734197983166 2 36 "GO:0007052" "mitotic spindle organization" 0.0648626187031373
514 0.1065586714492 2 147 "GO:0007059" "chromosome segregation" 0.199850757875027
932 0.157098597995076 2 34 "GO:0007062" "sister chromatid cohesion" 0.261325918837577
2061 0.0748647250949716 4 11 "GO:0007063" "regulation of sister chromatid cohesion" 0.154044960659077
85 0.941275442259063 4 11 "GO:0007064" "mitotic sister chromatid cohesion" 0.961783969495802
733 0.491023819827115 3 13 "GO:0007076" "mitotic chromosome condensation" 0.611061211245608
-440 0.646389798129675 5 16 "GO:0007080;GO:0051310" "metaphase chromosome alignment" 0.744003162879326
1663 4.92312411988205e-06 4 112 "GO:0007088;GO:0051783" "regulation of nuclear division" 6.01023777311995e-05
1206 0.0713339694899254 -1 33 "GO:0007090;GO:0033261" "obsolete regulation of S phase" 0.148736987812644
1823 0.000898241885668419 8 49 "GO:0007091;GO:0044784;GO:0033045;GO:0030071;GO:1902099;GO:0010965;GO:1905818" "regulation of sister chromatid segregation" 0.00480427744712555
1371 4.44891835913628e-06 2 167 "GO:0007093;GO:1901991" "mitotic cell cycle checkpoint signaling" 5.53418480734983e-05
1600 0.00475166012676088 5 46 "GO:0007094;GO:0045841;GO:0071173;GO:0071174;GO:1902100;GO:2000816;GO:0031577;GO:0033048;GO:1905819;GO:0033046;GO:0033047;GO:0051985" "spindle checkpoint signaling" 0.0180994657763532
455 0.668899115035914 2 13 "GO:0007096" "regulation of exit from mitosis" 0.764323136318003
583 0.583735613659235 2 13 "GO:0007097" "nuclear migration" 0.691553182273436
490 0.408573137475293 3 42 "GO:0007098" "centrosome cycle" 0.532783126402885
-1989 0.061668972659454 4 13 "GO:0007099;GO:0098534" "centriole replication" 0.133669660883626
412 0.27344111325023 6 105 "GO:0007127;GO:0061982;GO:0140013;GO:1903046" "meiotic cell cycle process" 0.392040367714721
210 0.77199547421304 4 28 "GO:0007128;GO:0051324;GO:0098764" "meiosis I cell cycle phase" 0.84367159311668
171 0.810413204072904 4 29 "GO:0007129;GO:0070192" "chromosome organization involved in meiotic cell cycle" 0.872017353268485
1006 0.294728660003369 2 16 "GO:0007130;GO:0070193" "synaptonemal complex organization" 0.416654722105495
-141 0.81886031703232 3 39 "GO:0007131;GO:0140527;GO:0035825" "reciprocal meiotic recombination" 0.877083261948512
348 0.591928578704536 3 35 "GO:0007140" "male meiotic nuclear division" 0.697485989402833
1135 0.236771265188883 2 16 "GO:0007141" "male meiosis I" 0.351200015754423
960 0.317146672165979 3 16 "GO:0007143" "female meiotic nuclear division" 0.438530387954979
475 0.000214569714903904 2 965 "GO:0007155;GO:0022610" "obsolete biological adhesion" 0.00145889636386008
-59 0.855971547621814 2 139 "GO:0007156" "homophilic cell adhesion via plasma membrane adhesion molecules" 0.905609072934935
1676 0.0187786994871452 5 29 "GO:0007157" "heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules" 0.0544300521763326
-261 0.813879061583583 2 12 "GO:0007158" "neuron cell-cell adhesion" 0.873971837045876
1730 0.00441675808132804 2 40 "GO:0007159" "leukocyte cell-cell adhesion" 0.0170909201517436
550 0.0818507434981468 2 149 "GO:0007160" "cell-matrix adhesion" 0.164201491538127
1073 0.000538230598136416 5 155 "GO:0007162" "negative regulation of cell adhesion" 0.00312840581288494
968 0.00707843421933568 2 115 "GO:0007163" "establishment or maintenance of cell polarity" 0.0251575519224008
1136 1.67778280977435e-17 2 886 "GO:0007167" "enzyme-linked receptor protein signaling pathway" 2.20393549891959e-15
337 0.770711647525569 2 11 "GO:0007168" "receptor guanylyl cyclase signaling pathway" 0.842829520637352
1138 4.08768491336742e-13 6 627 "GO:0007169" "transmembrane receptor protein tyrosine kinase signaling pathway" 2.00357570977591e-11
968 0.425377897681698 9 10 "GO:0007171" "activation of transmembrane receptor protein tyrosine kinase activity" 0.548896273472179
1769 5.48283642788048e-09 2 162 "GO:0007173;GO:0038127" "ERBB signaling pathway" 1.31427991453719e-07
1558 0.051622982834001 3 23 "GO:0007176" "regulation of epidermal growth factor-activated receptor activity" 0.117321713236581
1172 5.91925447460299e-07 2 273 "GO:0007178" "transmembrane receptor protein serine/threonine kinase signaling pathway" 8.91689527275056e-06
1201 1.17074802366184e-05 3 199 "GO:0007179;GO:0071559;GO:0071560" "response to transforming growth factor beta" 0.00012858650534132
3835 0.000921565979936439 -1 11 "GO:0007183" "obsolete SMAD protein complex assembly" 0.0048971240746137
78 0.628042279141472 2 598 "GO:0007186" "G protein-coupled receptor signaling pathway" 0.728280665501622
633 0.0520604155144239 5 140 "GO:0007187" "G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger" 0.118152318278762
551 0.140911302505726 2 106 "GO:0007188" "adenylate cyclase-modulating G protein-coupled receptor signaling pathway" 0.243434676143635
216 0.693854260046403 4 49 "GO:0007189" "adenylate cyclase-activating G protein-coupled receptor signaling pathway" 0.781988861385656
81 0.896723265356019 7 38 "GO:0007190;GO:0045762;GO:0031281;GO:0051349" "positive regulation of lyase activity" 0.932206142269442
-10 0.993388288281218 2 10 "GO:0007191" "adenylate cyclase-activating dopamine receptor signaling pathway" 0.995206570688078
593 0.311865398293314 6 43 "GO:0007193" "adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway" 0.432868118341185
-429 0.591725093483163 2 23 "GO:0007194;GO:0031280;GO:0051350" "negative regulation of lyase activity" 0.697485989402833
185 0.709134268843356 5 60 "GO:0007200" "phospholipase C-activating G protein-coupled receptor signaling pathway" 0.79319861101014
754 0.119844590241851 2 63 "GO:0007202;GO:0010863;GO:1900274" "regulation of phospholipase C activity" 0.217561986928822
831 0.00380201426612375 2 181 "GO:0007204;GO:0051480" "regulation of cytosolic calcium ion concentration" 0.0153388388820029
411 0.527275594808049 2 35 "GO:0007205" "protein kinase C-activating G protein-coupled receptor signaling pathway" 0.640848650388465
322 0.790654133354835 4 10 "GO:0007210" "serotonin receptor signaling pathway" 0.857216300408477
387 0.587551341230361 2 29 "GO:0007212" "dopamine receptor signaling pathway" 0.695071543443986
-570 0.622661185489503 4 11 "GO:0007213;GO:0095500;GO:0098926" "postsynaptic signal transduction" 0.723573720151284
-699 0.427368714830484 2 19 "GO:0007214" "gamma-aminobutyric acid signaling pathway" 0.550815878925946
