name	term	lev	seq	value
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup12186	3.1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup12638	-0.1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup13230	-2.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup13275	0.2
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup13455	-0.1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup13634	-2.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup13865	0.4
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup14737	-0.6
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup14794	0.7
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup15406	0.8
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup15505	-3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup15533	-0.2
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup15969	0.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup16211	1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup16992	0.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup17181	-0.4
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup17658	2.4
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup18815	-1.2
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup19229	-0.8
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup19442	1.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup20630	0.8
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup20671	0.1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup2135	-8.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup22031	0.1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup23049	-0.6
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup23486	0.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup23633	-0.4
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup25636	-2.6
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup25876	0
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup26266	-0.6
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup26340	0.6
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup26764	-0.7
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup27424	0
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup29922	0.4
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup30198	0.6
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup30248	0.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup3084	-2.2
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup31174	-0.5
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup31610	-0.1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup31720	1.8
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup3276	-0.9
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup33515	0.4
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup34735	0.9
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup35123	-0.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup355	3.8
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup36577	0.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup37039	0.2
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup37375	-1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup41007	-0.5
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup41482	0.1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup42026	0.4
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup44142	1.2
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup4586	-4.9
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup46405	0.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup4715	1.6
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup5020	-0.6
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup5205	0.9
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup5293	-0.2
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup5407	0.7
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup545	2
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup5935	-0.1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup6036	0.2
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup616	-0.5
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup6305	-0.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup6427	0.1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup6583	0.4
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup6607	-1.4
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup6884	-1.2
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup7057	0.7
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup7129	-4.2
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup7334	4.3
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup7720	-0.1
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup7840	2.5
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup8381	0.8
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup841	-0.5
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup8648	-0.4
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup8655	-2.6
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup8881	10
"monocarboxylic acid metabolic process"	GO:0032787	2	isogroup9831	-10
"cell adhesion"	GO:0007155	2	isogroup10012	0.8
"cell adhesion"	GO:0007155	2	isogroup10075	0.8
"cell adhesion"	GO:0007155	2	isogroup10100	0
"cell adhesion"	GO:0007155	2	isogroup1032	1.4
"cell adhesion"	GO:0007155	2	isogroup10684	1.1
"cell adhesion"	GO:0007155	2	isogroup10785	1.3
"cell adhesion"	GO:0007155	2	isogroup1112	-0.1
"cell adhesion"	GO:0007155	2	isogroup11148	1.3
"cell adhesion"	GO:0007155	2	isogroup11158	0
"cell adhesion"	GO:0007155	2	isogroup11268	5.2
"cell adhesion"	GO:0007155	2	isogroup11849	-2.5
"cell adhesion"	GO:0007155	2	isogroup12083	1.8
"cell adhesion"	GO:0007155	2	isogroup1210	7.7
"cell adhesion"	GO:0007155	2	isogroup12143	0
"cell adhesion"	GO:0007155	2	isogroup12158	1
"cell adhesion"	GO:0007155	2	isogroup122	0.5
"cell adhesion"	GO:0007155	2	isogroup12248	1.7
"cell adhesion"	GO:0007155	2	isogroup12320	-1.1
"cell adhesion"	GO:0007155	2	isogroup12589	0.2
"cell adhesion"	GO:0007155	2	isogroup12641	-0.6
"cell adhesion"	GO:0007155	2	isogroup12773	-0.5
"cell adhesion"	GO:0007155	2	isogroup129	0.4
"cell adhesion"	GO:0007155	2	isogroup13044	0
"cell adhesion"	GO:0007155	2	isogroup13480	0.3
"cell adhesion"	GO:0007155	2	isogroup13656	-0.2
"cell adhesion"	GO:0007155	2	isogroup13824	2.1
"cell adhesion"	GO:0007155	2	isogroup13950	2.1
"cell adhesion"	GO:0007155	2	isogroup14035	0.7
"cell adhesion"	GO:0007155	2	isogroup14102	0.5
"cell adhesion"	GO:0007155	2	isogroup14112	1.7
"cell adhesion"	GO:0007155	2	isogroup14277	0
"cell adhesion"	GO:0007155	2	isogroup14359	10
"cell adhesion"	GO:0007155	2	isogroup14602	0
"cell adhesion"	GO:0007155	2	isogroup14693	0.2
"cell adhesion"	GO:0007155	2	isogroup14775	1.7
"cell adhesion"	GO:0007155	2	isogroup14786	0.3
"cell adhesion"	GO:0007155	2	isogroup14856	1.1
"cell adhesion"	GO:0007155	2	isogroup15054	-0.1
"cell adhesion"	GO:0007155	2	isogroup1514	0.3
"cell adhesion"	GO:0007155	2	isogroup15814	2.1
"cell adhesion"	GO:0007155	2	isogroup15820	0.3
"cell adhesion"	GO:0007155	2	isogroup15843	0.1
"cell adhesion"	GO:0007155	2	isogroup1586	1.4
"cell adhesion"	GO:0007155	2	isogroup15912	-1
"cell adhesion"	GO:0007155	2	isogroup15996	-1.9
"cell adhesion"	GO:0007155	2	isogroup16187	0.4
"cell adhesion"	GO:0007155	2	isogroup16221	0.3
"cell adhesion"	GO:0007155	2	isogroup1637	-0.4
"cell adhesion"	GO:0007155	2	isogroup16395	0
"cell adhesion"	GO:0007155	2	isogroup165	0.6
"cell adhesion"	GO:0007155	2	isogroup16537	0.2
"cell adhesion"	GO:0007155	2	isogroup16681	-0.3
"cell adhesion"	GO:0007155	2	isogroup17139	1
"cell adhesion"	GO:0007155	2	isogroup17335	0.5
"cell adhesion"	GO:0007155	2	isogroup1741	-3.1
"cell adhesion"	GO:0007155	2	isogroup17565	0.5
"cell adhesion"	GO:0007155	2	isogroup17592	-2.1
"cell adhesion"	GO:0007155	2	isogroup17809	-0.3
"cell adhesion"	GO:0007155	2	isogroup17818	0.5
"cell adhesion"	GO:0007155	2	isogroup1789	0.8
"cell adhesion"	GO:0007155	2	isogroup1792	0.2
"cell adhesion"	GO:0007155	2	isogroup18216	-4.3
"cell adhesion"	GO:0007155	2	isogroup18271	0.3
"cell adhesion"	GO:0007155	2	isogroup18318	0.1
"cell adhesion"	GO:0007155	2	isogroup184	1.5
"cell adhesion"	GO:0007155	2	isogroup18415	-0.1
"cell adhesion"	GO:0007155	2	isogroup18603	-1.7
"cell adhesion"	GO:0007155	2	isogroup18609	0
"cell adhesion"	GO:0007155	2	isogroup18682	0.4
"cell adhesion"	GO:0007155	2	isogroup18769	1.8
"cell adhesion"	GO:0007155	2	isogroup18772	0.5
"cell adhesion"	GO:0007155	2	isogroup18800	0.4
"cell adhesion"	GO:0007155	2	isogroup19151	1
"cell adhesion"	GO:0007155	2	isogroup19158	0.4
"cell adhesion"	GO:0007155	2	isogroup19637	0.3
"cell adhesion"	GO:0007155	2	isogroup19700	-1.6
"cell adhesion"	GO:0007155	2	isogroup19960	0.9
"cell adhesion"	GO:0007155	2	isogroup20022	0.3
"cell adhesion"	GO:0007155	2	isogroup20296	2
"cell adhesion"	GO:0007155	2	isogroup20483	0.6
"cell adhesion"	GO:0007155	2	isogroup20776	-0.1
"cell adhesion"	GO:0007155	2	isogroup20791	-0.5
"cell adhesion"	GO:0007155	2	isogroup20956	-6.3
"cell adhesion"	GO:0007155	2	isogroup21133	0
"cell adhesion"	GO:0007155	2	isogroup21313	-0.1
"cell adhesion"	GO:0007155	2	isogroup21670	0
"cell adhesion"	GO:0007155	2	isogroup21680	0.8
"cell adhesion"	GO:0007155	2	isogroup21698	-0.9
"cell adhesion"	GO:0007155	2	isogroup21857	0
"cell adhesion"	GO:0007155	2	isogroup21944	1.9
"cell adhesion"	GO:0007155	2	isogroup22201	1.9
"cell adhesion"	GO:0007155	2	isogroup22285	-4.9
"cell adhesion"	GO:0007155	2	isogroup22296	0.9
"cell adhesion"	GO:0007155	2	isogroup22584	-0.6
"cell adhesion"	GO:0007155	2	isogroup22985	2.6
"cell adhesion"	GO:0007155	2	isogroup23002	-0.2
"cell adhesion"	GO:0007155	2	isogroup23035	-0.5
"cell adhesion"	GO:0007155	2	isogroup23048	-0.1
"cell adhesion"	GO:0007155	2	isogroup23145	0.3
"cell adhesion"	GO:0007155	2	isogroup2317	-0.2
"cell adhesion"	GO:0007155	2	isogroup23345	0.3
"cell adhesion"	GO:0007155	2	isogroup23367	0.8
"cell adhesion"	GO:0007155	2	isogroup2345	0.9
"cell adhesion"	GO:0007155	2	isogroup23519	0.9
"cell adhesion"	GO:0007155	2	isogroup23547	0.3
"cell adhesion"	GO:0007155	2	isogroup2406	1
"cell adhesion"	GO:0007155	2	isogroup2420	0.4
"cell adhesion"	GO:0007155	2	isogroup24613	0.4
"cell adhesion"	GO:0007155	2	isogroup24721	0.1
"cell adhesion"	GO:0007155	2	isogroup24930	0
"cell adhesion"	GO:0007155	2	isogroup25064	0.2
"cell adhesion"	GO:0007155	2	isogroup25251	-0.7
"cell adhesion"	GO:0007155	2	isogroup25365	0.4
"cell adhesion"	GO:0007155	2	isogroup25422	0.2
"cell adhesion"	GO:0007155	2	isogroup25430	0.3
"cell adhesion"	GO:0007155	2	isogroup25432	-0.2
"cell adhesion"	GO:0007155	2	isogroup25451	-0.5
"cell adhesion"	GO:0007155	2	isogroup25506	-0.4
"cell adhesion"	GO:0007155	2	isogroup25572	0.1
"cell adhesion"	GO:0007155	2	isogroup25605	0.2
"cell adhesion"	GO:0007155	2	isogroup2561	2
"cell adhesion"	GO:0007155	2	isogroup2572	0.9
"cell adhesion"	GO:0007155	2	isogroup26151	-1.4
"cell adhesion"	GO:0007155	2	isogroup2625	-0.2
"cell adhesion"	GO:0007155	2	isogroup26259	2
"cell adhesion"	GO:0007155	2	isogroup26833	1.4
"cell adhesion"	GO:0007155	2	isogroup26854	-0.7
"cell adhesion"	GO:0007155	2	isogroup26879	-0.4
"cell adhesion"	GO:0007155	2	isogroup26970	0.1
"cell adhesion"	GO:0007155	2	isogroup26976	0.6
"cell adhesion"	GO:0007155	2	isogroup27015	0.2
"cell adhesion"	GO:0007155	2	isogroup27103	-0.1
"cell adhesion"	GO:0007155	2	isogroup27167	1.9
"cell adhesion"	GO:0007155	2	isogroup27333	-0.3
"cell adhesion"	GO:0007155	2	isogroup27503	0.7
"cell adhesion"	GO:0007155	2	isogroup27641	0.2
"cell adhesion"	GO:0007155	2	isogroup27828	1
"cell adhesion"	GO:0007155	2	isogroup27876	-0.5
"cell adhesion"	GO:0007155	2	isogroup2789	-0.2
"cell adhesion"	GO:0007155	2	isogroup27964	5
"cell adhesion"	GO:0007155	2	isogroup28115	0.3
"cell adhesion"	GO:0007155	2	isogroup28508	-1.7
"cell adhesion"	GO:0007155	2	isogroup28533	0.1
"cell adhesion"	GO:0007155	2	isogroup28958	0.7
"cell adhesion"	GO:0007155	2	isogroup29040	0.3
"cell adhesion"	GO:0007155	2	isogroup29105	0.3
"cell adhesion"	GO:0007155	2	isogroup29311	-0.1
"cell adhesion"	GO:0007155	2	isogroup29332	-0.2
"cell adhesion"	GO:0007155	2	isogroup29417	-0.1
"cell adhesion"	GO:0007155	2	isogroup29553	0.2
"cell adhesion"	GO:0007155	2	isogroup2969	0.4
"cell adhesion"	GO:0007155	2	isogroup29765	-0.5
"cell adhesion"	GO:0007155	2	isogroup2978	0
"cell adhesion"	GO:0007155	2	isogroup30028	0
"cell adhesion"	GO:0007155	2	isogroup3014	2.5
"cell adhesion"	GO:0007155	2	isogroup302	-0.3
"cell adhesion"	GO:0007155	2	isogroup30393	0.3
"cell adhesion"	GO:0007155	2	isogroup30555	1.4
"cell adhesion"	GO:0007155	2	isogroup30942	0.5
"cell adhesion"	GO:0007155	2	isogroup30999	-0.4
"cell adhesion"	GO:0007155	2	isogroup31331	-0.1
"cell adhesion"	GO:0007155	2	isogroup31456	4.7
"cell adhesion"	GO:0007155	2	isogroup31671	0.8
"cell adhesion"	GO:0007155	2	isogroup3172	1.8
"cell adhesion"	GO:0007155	2	isogroup31817	0.6
"cell adhesion"	GO:0007155	2	isogroup31962	0
"cell adhesion"	GO:0007155	2	isogroup31980	-0.5
"cell adhesion"	GO:0007155	2	isogroup32080	-0.2
"cell adhesion"	GO:0007155	2	isogroup32235	-0.4
"cell adhesion"	GO:0007155	2	isogroup3226	0.2
"cell adhesion"	GO:0007155	2	isogroup32500	0.2
"cell adhesion"	GO:0007155	2	isogroup3279	0.2
"cell adhesion"	GO:0007155	2	isogroup32825	0.6
"cell adhesion"	GO:0007155	2	isogroup32924	-0.2
"cell adhesion"	GO:0007155	2	isogroup33015	0.9
"cell adhesion"	GO:0007155	2	isogroup33135	0.8
"cell adhesion"	GO:0007155	2	isogroup33235	-0.5
"cell adhesion"	GO:0007155	2	isogroup33725	0.7
"cell adhesion"	GO:0007155	2	isogroup3383	2.1
"cell adhesion"	GO:0007155	2	isogroup3401	1.7
"cell adhesion"	GO:0007155	2	isogroup3404	-0.5
"cell adhesion"	GO:0007155	2	isogroup34279	0.4
"cell adhesion"	GO:0007155	2	isogroup34286	0.5
"cell adhesion"	GO:0007155	2	isogroup34716	0.3
"cell adhesion"	GO:0007155	2	isogroup34961	0
"cell adhesion"	GO:0007155	2	isogroup35273	-0.2
"cell adhesion"	GO:0007155	2	isogroup3548	1.5
"cell adhesion"	GO:0007155	2	isogroup3561	-0.4
"cell adhesion"	GO:0007155	2	isogroup35720	1.4
"cell adhesion"	GO:0007155	2	isogroup35827	0.3
"cell adhesion"	GO:0007155	2	isogroup36418	0.1
"cell adhesion"	GO:0007155	2	isogroup36429	0
"cell adhesion"	GO:0007155	2	isogroup36681	0.3
"cell adhesion"	GO:0007155	2	isogroup36716	3
"cell adhesion"	GO:0007155	2	isogroup36761	-1.1
"cell adhesion"	GO:0007155	2	isogroup36890	0.2
"cell adhesion"	GO:0007155	2	isogroup3691	-0.1
"cell adhesion"	GO:0007155	2	isogroup3692	10
"cell adhesion"	GO:0007155	2	isogroup37119	-0.4
"cell adhesion"	GO:0007155	2	isogroup37277	0.8
"cell adhesion"	GO:0007155	2	isogroup37368	0
"cell adhesion"	GO:0007155	2	isogroup37519	0.3
"cell adhesion"	GO:0007155	2	isogroup37559	-0.7
"cell adhesion"	GO:0007155	2	isogroup3784	-0.7
"cell adhesion"	GO:0007155	2	isogroup37994	-0.7
"cell adhesion"	GO:0007155	2	isogroup38191	0.3
"cell adhesion"	GO:0007155	2	isogroup38419	-0.6
"cell adhesion"	GO:0007155	2	isogroup38603	0.1
"cell adhesion"	GO:0007155	2	isogroup39140	0.1
"cell adhesion"	GO:0007155	2	isogroup39354	-0.1
"cell adhesion"	GO:0007155	2	isogroup39851	-0.8
"cell adhesion"	GO:0007155	2	isogroup3988	0
"cell adhesion"	GO:0007155	2	isogroup40214	-0.9
"cell adhesion"	GO:0007155	2	isogroup40378	1.2
"cell adhesion"	GO:0007155	2	isogroup40548	-0.3
"cell adhesion"	GO:0007155	2	isogroup4122	0.7
"cell adhesion"	GO:0007155	2	isogroup42019	0.2
"cell adhesion"	GO:0007155	2	isogroup42663	0.1
"cell adhesion"	GO:0007155	2	isogroup42683	-0.1
"cell adhesion"	GO:0007155	2	isogroup42839	-2.1
"cell adhesion"	GO:0007155	2	isogroup4312	-1
"cell adhesion"	GO:0007155	2	isogroup43484	0.5
"cell adhesion"	GO:0007155	2	isogroup43533	-1.6
"cell adhesion"	GO:0007155	2	isogroup437	0.7
"cell adhesion"	GO:0007155	2	isogroup43845	-0.5
"cell adhesion"	GO:0007155	2	isogroup44264	-0.1
"cell adhesion"	GO:0007155	2	isogroup4454	1
"cell adhesion"	GO:0007155	2	isogroup44685	0.4
"cell adhesion"	GO:0007155	2	isogroup45053	1.6
"cell adhesion"	GO:0007155	2	isogroup4539	0
"cell adhesion"	GO:0007155	2	isogroup45490	-0.4
"cell adhesion"	GO:0007155	2	isogroup45544	-0.6
"cell adhesion"	GO:0007155	2	isogroup4596	1.6
"cell adhesion"	GO:0007155	2	isogroup4733	-0.7
"cell adhesion"	GO:0007155	2	isogroup48	0.5
"cell adhesion"	GO:0007155	2	isogroup5212	-0.4
"cell adhesion"	GO:0007155	2	isogroup5360	-0.1
"cell adhesion"	GO:0007155	2	isogroup5399	0
"cell adhesion"	GO:0007155	2	isogroup5688	0.4
"cell adhesion"	GO:0007155	2	isogroup5699	-0.2
"cell adhesion"	GO:0007155	2	isogroup5817	0.6
"cell adhesion"	GO:0007155	2	isogroup5882	-2.1
"cell adhesion"	GO:0007155	2	isogroup5930	1
"cell adhesion"	GO:0007155	2	isogroup5939	0.4
"cell adhesion"	GO:0007155	2	isogroup6102	-4.3
"cell adhesion"	GO:0007155	2	isogroup6184	-10
"cell adhesion"	GO:0007155	2	isogroup6330	9.9
"cell adhesion"	GO:0007155	2	isogroup64	0.1
"cell adhesion"	GO:0007155	2	isogroup640	0
"cell adhesion"	GO:0007155	2	isogroup6545	-0.1
"cell adhesion"	GO:0007155	2	isogroup6677	-0.3
"cell adhesion"	GO:0007155	2	isogroup688	2.6
"cell adhesion"	GO:0007155	2	isogroup6919	-1.4
"cell adhesion"	GO:0007155	2	isogroup7028	-0.2
"cell adhesion"	GO:0007155	2	isogroup7151	0
"cell adhesion"	GO:0007155	2	isogroup7244	0.3
"cell adhesion"	GO:0007155	2	isogroup747	0
"cell adhesion"	GO:0007155	2	isogroup7655	0.3
"cell adhesion"	GO:0007155	2	isogroup7666	-0.2
"cell adhesion"	GO:0007155	2	isogroup792	1.6
"cell adhesion"	GO:0007155	2	isogroup8238	0.2
"cell adhesion"	GO:0007155	2	isogroup8284	-0.7
"cell adhesion"	GO:0007155	2	isogroup8289	0.6
"cell adhesion"	GO:0007155	2	isogroup833	1.3
"cell adhesion"	GO:0007155	2	isogroup8333	1.2
"cell adhesion"	GO:0007155	2	isogroup8383	1.6
"cell adhesion"	GO:0007155	2	isogroup8456	0
"cell adhesion"	GO:0007155	2	isogroup859	0.5
"cell adhesion"	GO:0007155	2	isogroup8763	0.5
"cell adhesion"	GO:0007155	2	isogroup89	2.3
"cell adhesion"	GO:0007155	2	isogroup9018	1
"cell adhesion"	GO:0007155	2	isogroup9075	-0.3
"cell adhesion"	GO:0007155	2	isogroup9142	2.8
"cell adhesion"	GO:0007155	2	isogroup9194	0
"cell adhesion"	GO:0007155	2	isogroup920	0.3
"cell adhesion"	GO:0007155	2	isogroup9476	1
"cell adhesion"	GO:0007155	2	isogroup9567	0.1
"cell adhesion"	GO:0007155	2	isogroup9716	0.3
"cell adhesion"	GO:0007155	2	isogroup9872	-0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10019	-9.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10068	1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10079	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10093	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10178	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10256	1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10276	2.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1028	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10327	2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1033	2.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10438	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10442	-0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10554	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1063	6.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10632	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10692	-2.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10725	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1082	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10842	-0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10875	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10897	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1096	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10964	-0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10969	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1097	1.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup10978	-1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11021	1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11027	1.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11190	1.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11209	1.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11350	-1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11360	1.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11400	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11425	9.9
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1148	-1.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1150	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11541	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11579	1.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1159	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11599	1.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11618	1.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11658	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11680	1.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11734	-2.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11781	2.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup11852	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12059	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12090	-1.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12110	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12298	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12357	0.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12366	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12374	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12508	-1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1277	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12787	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12799	2.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12910	-5.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12918	0.5
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1298	0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup12989	1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13011	2.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13053	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13084	0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13126	0.7
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1313	1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1314	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1315	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13305	-0.2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1331	0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1333	0
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1335	-5.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13455	-0.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1346	1.8
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13486	-1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13489	0.3
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13518	1.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1353	1.6
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13551	-0.4
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup13564	2
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1359	1.1
"phosphorylation"	GO:0006468;GO:0016310	2	isogroup1364	1.2
